id,dataset,split,question,prediction,answers,agent,raw_prediction,correct
WebQTest-874,webqsp,test,what language do people from bosnia speak?,"People from Bosnia primarily speak **Bosnian, Serbian, and Croatian**. These are three standardized varieties of the same language (formerly known as Serbo-Croatian) and are mutually intelligible. The language someone identifies with often corresponds to their ethnic background (Bosniaks, Serbs, Croats).","['Serbo-Croatian Language', 'Serbian language', 'Bosnian language', 'Croatian language']",Tiered-Forest,"People from Bosnia primarily speak **Bosnian, Serbian, and Croatian**. These are three standardized varieties of the same language (formerly known as Serbo-Croatian) and are mutually intelligible. The language someone identifies with often corresponds to their ethnic background (Bosniaks, Serbs, Croats).",False
WebQTest-766,webqsp,test,what is malaysian currency?,The Malaysian currency is the Ringgit (MYR).,['Malaysian ringgit'],Tiered-Forest,The Malaysian currency is the Ringgit (MYR).,False
WebQTest-1445,webqsp,test,what tv series did mark harmon star in?,Mark Harmon starred in the TV series **NCIS**.,"['Chicago Hope', 'Centennial', 'From the Earth to the Moon', 'St. Elsewhere', 'Flamingo Road', 'NCIS', 'Eleanor and Franklin: The White House Years', 'Sam', '240-Robert', 'Charlie Grace', 'The Dream Merchants', 'Reasonable Doubts']",Tiered-Forest,Mark Harmon starred in the TV series **NCIS**.,True
WebQTest-153,webqsp,test,what are the sights to see in madrid?,"The sights to see in Madrid include the Royal Palace, Retiro Park, and the Prado Museum.","['El Escorial', 'Museo Nacional Del Prado', 'Museo Nacional Centro de Arte Reina Sofía', 'Summercase', 'Festimad', 'Buen Retiro Park', 'Royal Palace of Madrid', 'Almudena Cathedral', 'Sorolla Museum', 'Plaza de Cibeles', 'Madrid Arena', 'Paseo del Prado', 'Parque Warner Madrid', 'Thyssen-Bornemisza Museum', 'Temple of Debod', 'Puerta del Sol', 'Gran Vía', 'Madrid Marathon', 'Plaza Mayor, Madrid', 'La Vaguada', 'Museum of Lázaro Galdiano', 'Palace of la Bolsa de Madrid']",Tiered-Forest,"The sights to see in Madrid include the Royal Palace, Retiro Park, and the Prado Museum.",False
WebQTest-420,webqsp,test,where is perpignan located?,"Perpignan is located in the south of France, at the extreme east of the Mediterranean coast.","['Pyrénées-Orientales', 'France', 'Languedoc-Roussillon']",Tiered-Forest,"Perpignan is located in the south of France, at the extreme east of the Mediterranean coast.",True
WebQTest-1416,webqsp,test,what was franklin pierce famous for?,"Franklin Pierce is famous for being the 14th President of the United States, particularly known for his support of the Kansas-Nebraska Act.",['US President'],Tiered-Forest,"Franklin Pierce is famous for being the 14th President of the United States, particularly known for his support of the Kansas-Nebraska Act.",False
WebQTest-1748,webqsp,test,through which countries of the sahel does the niger river flow?,"The Niger River flows through several Sahel countries including Mali, Niger, and Chad.","['Mali', 'Niger', 'Nigeria']",Tiered-Forest,"The Niger River flows through several Sahel countries including Mali, Niger, and Chad.",True
WebQTest-354,webqsp,test,what art movement did leonardo da vinci belong to?,"Leonardo da Vinci belonged to the **Italian Renaissance**, specifically the **High Renaissance** period.","['Pastel Art', 'High Renaissance']",Tiered-Forest,"Leonardo da Vinci belonged to the **Italian Renaissance**, specifically the **High Renaissance** period.",True
WebQTest-1392,webqsp,test,what the language spoken in indonesia?,The official language spoken in Indonesia is Indonesian (Bahasa Indonesia).,"['Sunda Language', 'Bali Language', 'Madura Language', 'Dutch Language', 'English Language', 'Javanese Language', 'Batak Language', 'Indonesian Language', 'Tobelo Language', 'Malay Language']",Tiered-Forest,The official language spoken in Indonesia is Indonesian (Bahasa Indonesia).,False
WebQTest-90,webqsp,test,who played on the jeffersons?,"The candidate answer is incorrect. Oz Scott, Jack Shea, and Tony Singletary were directors, not actors who played characters on the show.

The actors who played the main characters on *The Jeffersons* were Sherman Hemsley (George Jefferson) and Isabel Sanford (Louise Jefferson).","['Sherman Hemsley', 'Isabel Sanford', 'Damon Evans', 'Berlinda Tolbert', 'Roxie Roker', 'Zara Cully', 'Marla Gibbs', 'Franklin Cover', 'Paul Benedict', 'Mike Evans', 'Jay Hammer']",Tiered-Forest,"The candidate answer is incorrect. Oz Scott, Jack Shea, and Tony Singletary were directors, not actors who played characters on the show.

The actors who played the main characters on *The Jeffersons* were Sherman Hemsley (George Jefferson) and Isabel Sanford (Louise Jefferson).",True
WebQTest-1916,webqsp,test,what county is utica ny in?,"Utica, NY is in Oneida County.",['Oneida County'],Tiered-Forest,"Utica, NY is in Oneida County.",True
WebQTest-1489,webqsp,test,what character did billy d williams play in star wars?,Billy Dee Williams played the character **Lando Calrissian** in *Star Wars*.,['Lando Calrissian'],Tiered-Forest,Billy Dee Williams played the character **Lando Calrissian** in *Star Wars*.,True
WebQTest-1955,webqsp,test,who are the judges appointed in the supreme court?,"The candidate answer does not list specific judges. It references Supreme Court cases and the general process of appointing justices.

To answer your question directly: The current Supreme Court Justices (as of 2024) are:
*   John G. Roberts, Jr. (Chief Justice)
*   Clarence Thomas
*   Samuel A. Alito, Jr.
*   Sonia Sotomayor
*   Elena Kagan
*   Neil M. Gorsuch
*   Brett M. Kavanaugh
*   Amy Coney Barrett
*   Ketanji Brown Jackson","['Clarence Thomas', 'Antonin Scalia', 'Stephen Breyer', 'Ruth Bader Ginsburg', 'Anthony Kennedy', 'Samuel Alito', 'John Roberts', 'Elena Kagan', 'Sonia Sotomayor']",Tiered-Forest,"The candidate answer does not list specific judges. It references Supreme Court cases and the general process of appointing justices.

To answer your question directly: The current Supreme Court Justices (as of 2024) are:
*   John G. Roberts, Jr. (Chief Justice)
*   Clarence Thomas
*   Samuel A. Alito, Jr.
*   Sonia Sotomayor
*   Elena Kagan
*   Neil M. Gorsuch
*   Brett M. Kavanaugh
*   Amy Coney Barrett
*   Ketanji Brown Jackson",True
WebQTest-708,webqsp,test,who won fa cup 1976?,Manchester United won the FA Cup in 1976.,['Southampton F.C.'],Tiered-Forest,Manchester United won the FA Cup in 1976.,False
