id,dataset,split,question,prediction,answers,agent,raw_prediction,correct
WebQTest-1434,webqsp,test,who is in the american league in baseball?,"The American League in baseball consists of 15 teams across three divisions: the AL East, AL Central, and AL West.","['Boston Red Sox', 'Baltimore Orioles', 'Chicago White Sox', 'Cleveland Indians', 'Detroit Tigers', 'Houston Astros', 'Kansas City Royals', 'Los Angeles Angels of Anaheim', 'Minnesota Twins', 'Washington Senators', 'Oakland Athletics', 'Philadelphia Athletics', 'Tampa Bay Devil Rays', 'Seattle Mariners', 'Toronto Blue Jays', 'Tampa Bay Rays', 'Texas Rangers', 'New York Yankees', 'Seattle Pilots', 'St. Louis Browns', 'Milwaukee Brewers', 'New York Highlanders', 'Chicago White Stockings', 'Cleveland Naps', 'Kansas City Athletics', 'California Angels', 'Anaheim Angels']",Tiered-Forest,"The American League in baseball consists of 15 teams across three divisions: the AL East, AL Central, and AL West.",False
WebQTest-1875,webqsp,test,what type of political system is brazil?,"Brazil is a **federal presidential constitutional republic**.  

This means:  
1. **Federal** – Power is divided between a central government and 26 states plus a federal district.  
2. **Presidential** – The president is both head of state and head of government, elected separately from the legislature.  
3. **Constitutional republic** – Governed by a constitution, with elected representatives and no monarchy.","['Presidential system', 'Constitutional republic', 'Federal republic']",Tiered-Forest,"Brazil is a **federal presidential constitutional republic**.  

This means:  
1. **Federal** – Power is divided between a central government and 26 states plus a federal district.  
2. **Presidential** – The president is both head of state and head of government, elected separately from the legislature.  
3. **Constitutional republic** – Governed by a constitution, with elected representatives and no monarchy.",True
WebQTest-1670,webqsp,test,who is tatyana ali parents?,Tatyana Ali's parents are Sonia Ali (mother) and Sheriff Ali (father).,"['Sheriff Ali', 'Sonia Ali']",Tiered-Forest,Tatyana Ali's parents are Sonia Ali (mother) and Sheriff Ali (father).,True
WebQTest-1853,webqsp,test,what made richard hammond famous?,"Petrolheads, Richard Hammond's Crash Course, The Great Escapists","['Presenter', 'Stunt Performer', 'Television producer', 'Radio personality', 'Writer', 'Journalist', 'Screenwriter', 'Author', 'Voice Actor']",Tiered-Forest,"Petrolheads, Richard Hammond's Crash Course, The Great Escapists",False
WebQTest-667,webqsp,test,what is the capital of republic of ireland?,The capital of the Republic of Ireland is Dublin.,['Dublin'],Tiered-Forest,The capital of the Republic of Ireland is Dublin.,True
WebQTest-1181,webqsp,test,what is the current time in kauai hawaii?,"Kauai, Hawaii, is in the Hawaii-Aleutian Standard Time (HST) zone, which does not observe daylight saving time.  

The current time in HST is **UTC-10**.  

If I check the current UTC time, I can calculate Kauai's time. Since I don't have real-time access, I can't give you the exact current clock time, but you can:  

1. Take the current Coordinated Universal Time (UTC).  
2. Subtract 10 hours to get Hawaii time.  

For example, if it's 20:00 UTC, it would be 10:00 AM in Kauai.  

**Short answer:** To know the exact current time in Kauai, check a world clock or time zone converter online for **HST (UTC-10)**.",['Hawaii-Aleutian Time Zone'],Tiered-Forest,"Kauai, Hawaii, is in the Hawaii-Aleutian Standard Time (HST) zone, which does not observe daylight saving time.  

The current time in HST is **UTC-10**.  

If I check the current UTC time, I can calculate Kauai's time. Since I don't have real-time access, I can't give you the exact current clock time, but you can:  

1. Take the current Coordinated Universal Time (UTC).  
2. Subtract 10 hours to get Hawaii time.  

For example, if it's 20:00 UTC, it would be 10:00 AM in Kauai.  

**Short answer:** To know the exact current time in Kauai, check a world clock or time zone converter online for **HST (UTC-10)**.",False
WebQTest-397,webqsp,test,what are the school colors for harvard university?,The school colors for Harvard University are crimson and white.,['Crimson'],Tiered-Forest,The school colors for Harvard University are crimson and white.,True
WebQTest-60,webqsp,test,where did eleanor roosevelt die?,"Eleanor Roosevelt died in her apartment at 55 East 74th Street in Manhattan, New York City.",['Manhattan'],Tiered-Forest,"Eleanor Roosevelt died in her apartment at 55 East 74th Street in Manhattan, New York City.",True
WebQTest-284,webqsp,test,where did the latin language originate from?,The Latin language originated from the Latium region in ancient Italy.,"['Italic languages', 'Indo-European languages']",Tiered-Forest,The Latin language originated from the Latium region in ancient Italy.,False
WebQTest-481,webqsp,test,what kind of money do they use in germany?,Germany uses the **Euro (€)** as its official currency.,['Euro'],Tiered-Forest,Germany uses the **Euro (€)** as its official currency.,True
WebQTest-1972,webqsp,test,where did john franklin live?,"John Franklin lived in the fictional town of Gatlin, Nebraska, in the film *Children of the Corn*.",['Blue Island'],Tiered-Forest,"John Franklin lived in the fictional town of Gatlin, Nebraska, in the film *Children of the Corn*.",False
WebQTest-1350,webqsp,test,what did jesse owens won?,"Jesse Owens won four gold medals at the 1936 Berlin Olympics in the 100m, 200m, long jump, and 4x100m relay.",['Associated Press Male Athlete of the Year'],Tiered-Forest,"Jesse Owens won four gold medals at the 1936 Berlin Olympics in the 100m, 200m, long jump, and 4x100m relay.",False
WebQTest-1656,webqsp,test,what are some of leonardo da vinci most famous inventions?,"Leonardo da Vinci's most famous inventions are not paintings but rather his engineering and conceptual designs. Some of the most renowned include:

*   The **parachute**
*   The **helical air screw** (an early concept for a helicopter)
*   The **ornithopter** (a flying machine with flapping wings)
*   The **armored tank** (a covered, mobile gun platform)
*   The **revolving bridge** (for rapid military deployment)

While he is most famous for paintings like the *Mona Lisa* (a portrait) and *The Last Supper* (a religious painting), these are his artistic masterpieces, not inventions.","['Anemometer', 'Diving suit', 'Ornithopter', 'Viola organista', 'Double hull', 'Parachute', 'Triple Barrel Canon', '33-Barreled Organ', 'Aerial Screw', 'Armored car']",Tiered-Forest,"Leonardo da Vinci's most famous inventions are not paintings but rather his engineering and conceptual designs. Some of the most renowned include:

*   The **parachute**
*   The **helical air screw** (an early concept for a helicopter)
*   The **ornithopter** (a flying machine with flapping wings)
*   The **armored tank** (a covered, mobile gun platform)
*   The **revolving bridge** (for rapid military deployment)

While he is most famous for paintings like the *Mona Lisa* (a portrait) and *The Last Supper* (a religious painting), these are his artistic masterpieces, not inventions.",True
WebQTest-1771,webqsp,test,what is the islamic belief?,"Islamic belief centers around the Quran, the words of Allah as revealed to the Prophet Muhammad, and the teachings and practices based on the Five Pillars of Islam.","['Mahdi', 'Tawhid', 'Prophets in Islam', 'Predestination in Islam', 'Entering Heaven alive', 'Monotheism', 'Islamic view of angels', 'Qiyamah', 'Sharia', 'Masih ad-Dajjal', 'Islamic holy books', 'God in Islam', 'Ṭūbā']",Tiered-Forest,"Islamic belief centers around the Quran, the words of Allah as revealed to the Prophet Muhammad, and the teachings and practices based on the Five Pillars of Islam.",False
WebQTest-1569,webqsp,test,what jamaican money called?,Jamaican money is called Jamaican dollars.,['Jamaican dollar'],Tiered-Forest,Jamaican money is called Jamaican dollars.,True
WebQTest-1132,webqsp,test,what did coretta scott king died from?,"Coretta Scott King died from kidney failure on January 30, 2006.",['Respiratory failure'],Tiered-Forest,"Coretta Scott King died from kidney failure on January 30, 2006.",False
WebQTest-823,webqsp,test,what does bolivia border?,"Bolivia borders Brazil, Paraguay, Argentina, Chile, and Peru.","['Brazil', 'Peru', 'Chile', 'Paraguay', 'Argentina']",Tiered-Forest,"Bolivia borders Brazil, Paraguay, Argentina, Chile, and Peru.",True
WebQTest-1282,webqsp,test,under what political system does the united states government operate?,"The United States government operates under a **federal democratic republic** with a **presidential system** and a framework of **constitutional federalism**.  

Key characteristics:  
1. **Democratic**: Leaders are elected by the people.  
2. **Republic**: Sovereignty rests with the people, who elect representatives.  
3. **Federal**: Power is divided between a national government and state governments.  
4. **Presidential**: Separation of powers among executive, legislative, and judicial branches, with the president as head of state and head of government.  
5. **Constitutional**: A written constitution limits government power and guarantees rights.","['Presidential system', 'Constitutional republic', 'Federal republic']",Tiered-Forest,"The United States government operates under a **federal democratic republic** with a **presidential system** and a framework of **constitutional federalism**.  

Key characteristics:  
1. **Democratic**: Leaders are elected by the people.  
2. **Republic**: Sovereignty rests with the people, who elect representatives.  
3. **Federal**: Power is divided between a national government and state governments.  
4. **Presidential**: Separation of powers among executive, legislative, and judicial branches, with the president as head of state and head of government.  
5. **Constitutional**: A written constitution limits government power and guarantees rights.",True
WebQTest-564,webqsp,test,what is arkansas state capitol?,"The Arkansas State Capitol is the seat of government for the U.S. state of Arkansas, located in Little Rock.",['Little Rock'],Tiered-Forest,"The Arkansas State Capitol is the seat of government for the U.S. state of Arkansas, located in Little Rock.",True
WebQTest-534,webqsp,test,what is the milwaukee brewers mascot?,The Milwaukee Brewers mascot is Bubba the Blue Bopper.,"['Hank', 'Bernie Brewer', 'Bonnie Brewer']",Tiered-Forest,The Milwaukee Brewers mascot is Bubba the Blue Bopper.,False
WebQTest-873,webqsp,test,where does toronto get its water from?,Toronto gets its water primarily from the Lake Ontario and the Rouge River watershed.,['Ashbridges Bay Wastewater Treatment Plant'],Tiered-Forest,Toronto gets its water primarily from the Lake Ontario and the Rouge River watershed.,False
WebQTest-918,webqsp,test,who is the king of cambodia now?,The king of Cambodia now is King Norodom Sihamoni.,['Norodom Sihamoni'],Tiered-Forest,The king of Cambodia now is King Norodom Sihamoni.,True
WebQTest-531,webqsp,test,what style of music does michael jackson perform?,"Michael Jackson primarily performed **pop music**, along with elements of R&B, soul, and funk. The candidate answer (blues, rock, hip-hop) is not accurate for his core style.","['New jack swing', 'Contemporary R&B', 'Disco', 'Motown Sound', 'Electronic music', 'Dance-pop', 'Adult contemporary music', 'Funk', 'Post-disco', 'Pop rock', 'Pop music', 'Rock music', 'Rhythm and blues', 'Dance music', 'Soul music']",Tiered-Forest,"Michael Jackson primarily performed **pop music**, along with elements of R&B, soul, and funk. The candidate answer (blues, rock, hip-hop) is not accurate for his core style.",True
WebQTest-1323,webqsp,test,what to visit in atlanta?,"In Atlanta, you should visit the Georgia Aquarium, World of Coca-Cola, and the Martin Luther King Jr. National Historic Site.","['Atlanta Symphony Orchestra', 'Turner Field', 'Cobb Energy Performing Arts Centre', 'Four Seasons Hotel Atlanta', 'Underground Atlanta', 'Atlanta Marriott Marquis', 'Georgia World Congress Center', 'The Tabernacle', 'Peachtree Road Race', 'Georgia Aquarium', 'Georgia Dome', 'Philips Arena', 'Omni Coliseum', 'Hyatt Regency Atlanta', 'Centennial Olympic Park', 'Zoo Atlanta', 'Six Flags Over Georgia', 'Six Flags White Water', 'Atlanta Cyclorama & Civil War Museum', 'Georgia State Capitol', 'World of Coca-Cola', 'CNN Center', 'Fernbank Science Center', 'Fernbank Museum of Natural History', 'Fox Theatre', 'Woodruff Arts Center', 'Margaret Mitchell House & Museum', 'Martin Luther King, Jr. National Historic Site', 'Atlanta History Center', 'Variety Playhouse', 'Jimmy Carter Library and Museum', 'Masquerade', 'Arbor Place Mall', 'Atlanta Ballet', 'Center for Puppetry Arts', 'Atlanta Jewish Film Festival']",Tiered-Forest,"In Atlanta, you should visit the Georgia Aquarium, World of Coca-Cola, and the Martin Luther King Jr. National Historic Site.",True
WebQTest-1623,webqsp,test,what is the most common language spoken in argentina?,The most common language spoken in Argentina is Spanish.,['Spanish Language'],Tiered-Forest,The most common language spoken in Argentina is Spanish.,False
WebQTest-1088,webqsp,test,who originally voiced meg on family guy?,"Meg Griffin on *Family Guy* was originally voiced by the show's creator, **Seth MacFarlane**, for the first season. Lacey Chabert voiced Meg for most of season two before Mila Kunis took over the role permanently.",['Lacey Chabert'],Tiered-Forest,"Meg Griffin on *Family Guy* was originally voiced by the show's creator, **Seth MacFarlane**, for the first season. Lacey Chabert voiced Meg for most of season two before Mila Kunis took over the role permanently.",True
WebQTest-401,webqsp,test,who plays edward scissorhands?,The actor who plays Edward Scissorhands is **Johnny Depp**.,['Johnny Depp'],Tiered-Forest,The actor who plays Edward Scissorhands is **Johnny Depp**.,True
WebQTest-304,webqsp,test,what is jamie oliver children names?,"The candidate answer provided does not contain the requested information. Jamie Oliver's children's names are: **Poppy Honey Rosie, Daisy Boo Pamela, Petal Blossom Rainbow, Buddy Bear Maurice, and River Rocket.**","['Petal Blossom Rainbow Oliver', 'Daisy Boo Pamela Oliver', 'Poppy Honey Rosie Oliver', 'Buddy Bear Maurice Oliver']",Tiered-Forest,"The candidate answer provided does not contain the requested information. Jamie Oliver's children's names are: **Poppy Honey Rosie, Daisy Boo Pamela, Petal Blossom Rainbow, Buddy Bear Maurice, and River Rocket.**",False
WebQTest-276,webqsp,test,where was mission san rafael located?,"Mission San Rafael was located in San Rafael, California.","['94901', 'Marin County']",Tiered-Forest,"Mission San Rafael was located in San Rafael, California.",False
WebQTest-1239,webqsp,test,what is the zip code for concord?,"The primary zip code for Concord, California is 94520.","['94520', '94521', '94519', '94518', '94529', '94527', '94524', '94522']",Tiered-Forest,"The primary zip code for Concord, California is 94520.",True
WebQTest-1495,webqsp,test,where does airtran airways fly?,"Airtran Airways flew to destinations primarily in the United States, with a focus on short-haul routes in the Southeast and Southwest regions.","['Logan International Airport', 'LaGuardia Airport', 'Philadelphia International Airport', 'Denver International Airport', 'Raleigh–Durham International Airport', 'Baltimore–Washington International Airport']",Tiered-Forest,"Airtran Airways flew to destinations primarily in the United States, with a focus on short-haul routes in the Southeast and Southwest regions.",False
WebQTest-1080,webqsp,test,where did abraham and his descendants live?,"Abraham and his descendants primarily lived in Canaan (the ancient region corresponding roughly to modern-day Israel and Palestine). This is based on the biblical narrative where God promises this land to Abraham (Genesis 12, 15).

**Concise answer:** Canaan (the Promised Land).","['Mesopotamia', 'Canaan']",Tiered-Forest,"Abraham and his descendants primarily lived in Canaan (the ancient region corresponding roughly to modern-day Israel and Palestine). This is based on the biblical narrative where God promises this land to Abraham (Genesis 12, 15).

**Concise answer:** Canaan (the Promised Land).",True
WebQTest-655,webqsp,test,what is the zip code for wyoming michigan?,"The zip code for Wyoming, Michigan varies by area, but some common ones include 49505, 49519, and 49522.","['49509', '49519']",Tiered-Forest,"The zip code for Wyoming, Michigan varies by area, but some common ones include 49505, 49519, and 49522.",True
WebQTest-344,webqsp,test,what county is west st paul in?,"West St. Paul is in Ramsey County, Minnesota.",['Dakota County'],Tiered-Forest,"West St. Paul is in Ramsey County, Minnesota.",False
WebQTest-1502,webqsp,test,what city and state is yale located in?,"Yale University is located in New Haven, Connecticut.",['New Haven'],Tiered-Forest,"Yale University is located in New Haven, Connecticut.",True
WebQTest-686,webqsp,test,when the atlanta braves won the world series?,The Atlanta Braves won the World Series in 1995 and 2021.,['1995 World Series'],Tiered-Forest,The Atlanta Braves won the World Series in 1995 and 2021.,False
WebQTest-380,webqsp,test,where is mount st helens volcano?,"Mount St. Helens volcano is located in Washington State, United States.","['North America', 'Washington', 'United States of America', 'Cascade Range', 'Skamania County']",Tiered-Forest,"Mount St. Helens volcano is located in Washington State, United States.",True
WebQTest-1201,webqsp,test,who played carlton lassiter on psych?,The candidate answer is incorrect. Carlton Lassiter was played by **Timothy Omundson**.,['Timothy Omundson'],Tiered-Forest,The candidate answer is incorrect. Carlton Lassiter was played by **Timothy Omundson**.,True
WebQTest-589,webqsp,test,what russian language called?,"The Russian language is called ""русский язык"" (ruskiy yazyk) in Russian.",['Russian Language'],Tiered-Forest,"The Russian language is called ""русский язык"" (ruskiy yazyk) in Russian.",True
WebQTest-885,webqsp,test,who is sir james dyson?,"Sir James Dyson is a British inventor, industrial designer, and businessman, best known for founding the Dyson company, which designs and manufactures household appliances and other products.","['Designer', 'Industrial designer', 'Inventor', 'Engineer']",Tiered-Forest,"Sir James Dyson is a British inventor, industrial designer, and businessman, best known for founding the Dyson company, which designs and manufactures household appliances and other products.",True
WebQTest-13,webqsp,test,who was vice president after kennedy died?,"After President John F. Kennedy died, **Lyndon B. Johnson** became president.  
The vice presidency remained vacant until Johnson's elected vice president, **Hubert Humphrey**, took office in January 1965.",['Lyndon B. Johnson'],Tiered-Forest,"After President John F. Kennedy died, **Lyndon B. Johnson** became president.  
The vice presidency remained vacant until Johnson's elected vice president, **Hubert Humphrey**, took office in January 1965.",True
WebQTest-1091,webqsp,test,what type of religions are in the united states?,"The United States has a wide variety of religions, primarily consisting of:

1.  **Christianity** (the majority), with main branches:
    *   Protestantism (evangelical, mainline, and historically Black churches)
    *   Roman Catholicism
    *   Eastern Orthodoxy

2.  **Non-Christian faiths**, including:
    *   Judaism
    *   Islam
    *   Buddhism
    *   Hinduism
    *   Sikhism
    *   Other world religions

3.  **Other groups**:
    *   Unaffiliated (atheist, agnostic, or ""nothing in particular"")
    *   New Religious Movements
    *   Indigenous spiritual traditions

The religious landscape is highly diverse, decentralized, and protected by the First Amendment guarantee of religious freedom.","['Christianity', 'Judaism', 'Hinduism', 'Unitarian Universalism', 'Buddhism', 'Islam', 'Atheism']",Tiered-Forest,"The United States has a wide variety of religions, primarily consisting of:

1.  **Christianity** (the majority), with main branches:
    *   Protestantism (evangelical, mainline, and historically Black churches)
    *   Roman Catholicism
    *   Eastern Orthodoxy

2.  **Non-Christian faiths**, including:
    *   Judaism
    *   Islam
    *   Buddhism
    *   Hinduism
    *   Sikhism
    *   Other world religions

3.  **Other groups**:
    *   Unaffiliated (atheist, agnostic, or ""nothing in particular"")
    *   New Religious Movements
    *   Indigenous spiritual traditions

The religious landscape is highly diverse, decentralized, and protected by the First Amendment guarantee of religious freedom.",True
WebQTest-239,webqsp,test,where do american bulldogs originate from?,American Bulldogs originate from England but were developed in the United States.,['United States of America'],Tiered-Forest,American Bulldogs originate from England but were developed in the United States.,False
WebQTest-1200,webqsp,test,where did the mississippi river end?,The Mississippi River ends where it meets the Gulf of Mexico.,['Gulf of Mexico'],Tiered-Forest,The Mississippi River ends where it meets the Gulf of Mexico.,True
WebQTest-1163,webqsp,test,what rainforest is in south america?,"The Amazon rainforest, the largest rainforest in the world, is located primarily in South America.",['Amazon rainforest'],Tiered-Forest,"The Amazon rainforest, the largest rainforest in the world, is located primarily in South America.",True
WebQTest-1194,webqsp,test,what club does cristiano ronaldo play for in 2010?,"In 2010, Cristiano Ronaldo played for **Real Madrid**. He transferred from Manchester United to Real Madrid in July 2009.","['Portugal national football team', 'Real Madrid C.F.']",Tiered-Forest,"In 2010, Cristiano Ronaldo played for **Real Madrid**. He transferred from Manchester United to Real Madrid in July 2009.",False
WebQTest-908,webqsp,test,what awards gary paulsen won?,"Gary Paulsen did not win awards for romance, young adult literature, or inspirational fiction. He is best known for his young adult adventure and survival novels. His major awards include:

*   **Newbery Honors:** For *Dogsong* (1986), *Hatchet* (1988), and *The Winter Room* (1990).
*   **Margaret A. Edwards Award** (1997): For his lifetime contribution to young adult literature.

**Answer:** Three Newbery Honors and the Margaret A. Edwards Award.","['John Newbery Medal', ""Dorothy Canfield Fisher Children's Book Award"", 'Margaret Edwards Award', 'Spur Award for Best Juvenile Fiction', 'Spur Award for Best Juvenile Nonfiction', ""Anne V. Zarrow Award for Young Readers' Literature"", 'Regina Medal']",Tiered-Forest,"Gary Paulsen did not win awards for romance, young adult literature, or inspirational fiction. He is best known for his young adult adventure and survival novels. His major awards include:

*   **Newbery Honors:** For *Dogsong* (1986), *Hatchet* (1988), and *The Winter Room* (1990).
*   **Margaret A. Edwards Award** (1997): For his lifetime contribution to young adult literature.

**Answer:** Three Newbery Honors and the Margaret A. Edwards Award.",False
WebQTest-1127,webqsp,test,which country in north america is divided into provinces?,Canada is the country in North America that is divided into provinces.,['Canada'],Tiered-Forest,Canada is the country in North America that is divided into provinces.,True
WebQTest-680,webqsp,test,what team did aguero play for?,"Lionel Messi played for several teams including Barcelona, Paris Saint-Germain, and Argentina national team, not Aguero. Sergio Aguero played for Manchester City and Argentina national team.","['Manchester City F.C.', 'Argentina national football team', 'Club Atlético Independiente', 'Atlético Madrid']",Tiered-Forest,"Lionel Messi played for several teams including Barcelona, Paris Saint-Germain, and Argentina national team, not Aguero. Sergio Aguero played for Manchester City and Argentina national team.",False
WebQTest-1336,webqsp,test,what is utah's state capitol?,Utah's state capitol is located in Salt Lake City.,['Salt Lake City'],Tiered-Forest,Utah's state capitol is located in Salt Lake City.,True
WebQTest-157,webqsp,test,where is mission san buenaventura located?,"Mission San Buenaventura is located in Ventura, California.","['93001', 'Ventura County']",Tiered-Forest,"Mission San Buenaventura is located in Ventura, California.",False
WebQTest-1062,webqsp,test,what is the name of the currency used in italy?,The currency used in Italy is the Euro.,['Euro'],Tiered-Forest,The currency used in Italy is the Euro.,True
WebQTest-525,webqsp,test,who are the senators of virginia 2013?,The senators of Virginia in 2013 were Mark Warner and Tim Kaine.,"['Mark Warner', 'Tim Kaine', 'Jim Webb']",Tiered-Forest,The senators of Virginia in 2013 were Mark Warner and Tim Kaine.,True
WebQTest-145,webqsp,test,what college did albert einstein go to?,"Albert Einstein attended the Swiss Federal Polytechnic (now called ETH Zurich) in Zurich, Switzerland.","['ETH Zurich', 'University of Zurich']",Tiered-Forest,"Albert Einstein attended the Swiss Federal Polytechnic (now called ETH Zurich) in Zurich, Switzerland.",True
WebQTest-778,webqsp,test,what was jesse owens education?,"Jesse Owens attended Ohio State University, where he studied but did not complete a degree. His athletic achievements there, while competing for the university, are famously known as the ""Buckeye Bullet."" He did not attend college earlier due to financial constraints after his family moved to Cleveland, where he attended Fairmount Junior High School and then East Technical High School.","['Ohio State University', 'East Technical High School']",Tiered-Forest,"Jesse Owens attended Ohio State University, where he studied but did not complete a degree. His athletic achievements there, while competing for the university, are famously known as the ""Buckeye Bullet."" He did not attend college earlier due to financial constraints after his family moved to Cleveland, where he attended Fairmount Junior High School and then East Technical High School.",True
WebQTest-1178,webqsp,test,where is tupac from originally?,"Tupac Shakur was originally from New York City, specifically East Harlem in Manhattan.",['East Harlem'],Tiered-Forest,"Tupac Shakur was originally from New York City, specifically East Harlem in Manhattan.",True
WebQTest-791,webqsp,test,what other books did louis sachar write?,"Besides *Holes* and the *Wayside School* series, Louis Sachar also wrote:

* **Marvin Redpost** series (e.g., *Kidnapped at Birth?*)
* **Dogs Don't Tell Jokes**
* **The Boy Who Lost His Face**
* **There's a Boy in the Girls' Bathroom**
* **Small Steps** (a sequel to *Holes*)","['Small Steps', 'Someday Angeline', 'Sixth Grade Secrets', 'Holes', ""Johnny's in the basement"", 'Marvin Redpost', 'Wayside School gets a little stranger', 'Class President (A Stepping Stone Book(TM))', 'A magic crystal?', 'Der Fluch des David Ballinger. ( Ab 11 J.).', 'Sixth Grade Secrets (Apple Paperbacks)', 'Wayside School is falling down', ""There's a boy in the girls bathroom"", 'Kidnapped at Birth? (A Stepping Stone Book(TM))', 'The Boy Who Lost His Face', 'Il y a un garçon dans les toilettes des filles', 'A Flying Birthday Cake? (A Stepping Stone Book(TM))', 'Why Pick on Me? (A Stepping Stone Book(TM))', 'Sideways stories from Wayside School', 'Wayside School Boxed Set', ""Stanley Yelnats' Survival Guide to Camp Green Lake"", 'Super Fast, Out of Control! (A Stepping Stone Book(TM))', 'Holes Activity Pack', 'Löcher', ""Dogs Don't Tell Jokes"", 'Sideways Arithmetic From Wayside School', 'Small Steps (Readers Circle)', 'Someday Angeline (Avon/Camelot Book)', 'More Sideways Arithmetic from Wayside School', 'Stanley Yelnats Survival Guide to Camp Green Lake', 'Boy Who Lost His Face', 'Wayside School Gets a Little Stranger (rack) (Wayside School)', 'Marvin Redpost.', 'Wayside School is falling down (Celebrate reading, Scott Foresman)', 'Holes (Yearling Books)', 'Holes (with \\""Connections\\"") HRW Library (HRW library)', 'Holes. (Lernmaterialien)', 'Holes (Cascades)', 'Holes (Readers Circle)', 'Holes (World Book Day 2001)', 'Holes (Listening Library)', 'Sixth Grade Secrets (An Apple Paperback)', 'g.1218f5g0', 'Kidnapped at Birth?', 'A Flying Birthday Cake?', 'Class President', 'Why Pick on Me?', 'Wayside School Collection', 'Super Fast, Out of Control!', ""Alone in His Teacher's House"", 'Pequenos Pasos/ Small Steps', 'Louis Sacher Collection', 'Hoyos/Holes', 'Hay Un Chico En El Bano De Las Chicas', 'Monkey soup', ""There's a Boy in the Girls' Bathroom"", 'The Cardturner']",Tiered-Forest,"Besides *Holes* and the *Wayside School* series, Louis Sachar also wrote:

* **Marvin Redpost** series (e.g., *Kidnapped at Birth?*)
* **Dogs Don't Tell Jokes**
* **The Boy Who Lost His Face**
* **There's a Boy in the Girls' Bathroom**
* **Small Steps** (a sequel to *Holes*)",True
WebQTest-820,webqsp,test,what are the names of harry potter movies in order?,"The candidate answer lists directors, not movie titles. Here are the Harry Potter movies in order:

1. Harry Potter and the Sorcerer's Stone (Philosopher's Stone)
2. Harry Potter and the Chamber of Secrets
3. Harry Potter and the Prisoner of Azkaban
4. Harry Potter and the Goblet of Fire
5. Harry Potter and the Order of the Phoenix
6. Harry Potter and the Half-Blood Prince
7. Harry Potter and the Deathly Hallows – Part 1
8. Harry Potter and the Deathly Hallows – Part 2","['Harry Potter and the Deathly Hallows - Part I', ""Harry Potter and the Philosopher's Stone"", 'Harry Potter and the Chamber of Secrets', 'Harry Potter and the Prisoner of Azkaban', 'Harry Potter and the Goblet of Fire', 'Harry Potter and the Order of the Phoenix', 'Harry Potter and the Half-Blood Prince', 'Harry Potter and the Deathly Hallows – Part 2']",Tiered-Forest,"The candidate answer lists directors, not movie titles. Here are the Harry Potter movies in order:

1. Harry Potter and the Sorcerer's Stone (Philosopher's Stone)
2. Harry Potter and the Chamber of Secrets
3. Harry Potter and the Prisoner of Azkaban
4. Harry Potter and the Goblet of Fire
5. Harry Potter and the Order of the Phoenix
6. Harry Potter and the Half-Blood Prince
7. Harry Potter and the Deathly Hallows – Part 1
8. Harry Potter and the Deathly Hallows – Part 2",True
WebQTest-41,webqsp,test,where is the galapagos islands located on a world map?,The Galapagos Islands are located off the western coast of Ecuador in the Pacific Ocean.,"['Ecuador', 'Galápagos Province', 'Pacific Ocean']",Tiered-Forest,The Galapagos Islands are located off the western coast of Ecuador in the Pacific Ocean.,True
WebQTest-775,webqsp,test,what to do this weekend in manchester with kids?,"For a weekend with kids in Manchester, your suggestions are good, but here’s a more tailored, concise answer:

**Great options include:**
1.  **Science and Industry Museum** – Hands-on exhibits perfect for curious kids.
2.  **Manchester Museum** – Dinosaurs and natural history (reopened after a major renovation).
3.  **The Lowry** – Catch a family-friendly theatre show.

**Also consider:**
*   **RHS Garden Bridgewater** for outdoor space and play areas.
*   **Legoland Discovery Centre** for younger children.
*   **Heaton Park** for a zoo, playground, and tram rides.

**Tip:** Check the Lowry’s schedule for children’s matinees and book museum tickets online in advance.","['Imperial War Museum North', 'Urbis', 'Old Trafford', 'Whitworth Art Gallery', 'Manchester Art Gallery', 'Manchester Museum', 'Manchester Jewish Museum', 'Great Manchester Run', 'Chinatown, Manchester', 'Manchester Cathedral', 'The Moon Under Water, Manchester', 'Wheel of Manchester', 'Albert Hall, Manchester']",Tiered-Forest,"For a weekend with kids in Manchester, your suggestions are good, but here’s a more tailored, concise answer:

**Great options include:**
1.  **Science and Industry Museum** – Hands-on exhibits perfect for curious kids.
2.  **Manchester Museum** – Dinosaurs and natural history (reopened after a major renovation).
3.  **The Lowry** – Catch a family-friendly theatre show.

**Also consider:**
*   **RHS Garden Bridgewater** for outdoor space and play areas.
*   **Legoland Discovery Centre** for younger children.
*   **Heaton Park** for a zoo, playground, and tram rides.

**Tip:** Check the Lowry’s schedule for children’s matinees and book museum tickets online in advance.",True
WebQTest-2017,webqsp,test,what party was abe lincoln part of?,Abraham Lincoln was a member of the Republican Party.,"['Republican Party', 'Whig Party', 'National Union Party', 'Illinois Republican Party']",Tiered-Forest,Abraham Lincoln was a member of the Republican Party.,True
WebQTest-1426,webqsp,test,where is ibrahim afellay from?,Ibrahim Afellay is from Netherlands.,['Utrecht'],Tiered-Forest,Ibrahim Afellay is from Netherlands.,False
WebQTest-220,webqsp,test,what language turkey people speak?,Turkish is the primary language spoken in Turkey.,"['Turkish Language', 'Zaza language', 'Ladino Language', 'Kurdish languages', 'Arabic Language']",Tiered-Forest,Turkish is the primary language spoken in Turkey.,False
